text,label,dataset
"No, we’ve not made any plans or announcements relative to the needs to raise capital.",neg,train
PTTEP said earlier this month it was suspending investment in Indonesia after the Indonesian government filed a $2 billion lawsuit against the Thai state-owned energy firm for alleged damage from an oil spill eight years ago.,neg,train
The Diagnostics and Genomics Group also delivered strong revenue growth of 7%,neg,train
"You mentioned there are two tranches to the buyback; one, more maintenance, one, more as you say opportunistic.",neg,train
And that's particularly important in certain end markets like academic research where it's a long-term customer relationships before you actually see the sale come through.,neg,train
"Just help us, what do you think the long-term opportunity is here, how far do you think you can push margins over time?",neg,test
"Finally, moving to the guidance for our first quarter.",neg,train
A few final comments about the next chapter in the Agilent story.,neg,train
"So, for us, we continue to see, not only opportunity for the services in pharma but we are seeing stretch now into the broader aspect of commercial laboratories",neg,train
"I think our strategy all along has been a balanced capital allocation policy, and part of that has been to continue to find ways to return cash to our shareholders and part of that formula for us has been increase in the cash dividends, up almost 50% over the last three.",neg,test
I’m glad you noticed that our Q1 revenue guide is higher than our full year guide at this point in time.,neg,train
